#,Name,Icon,Image,Section,Description,Common Locations 1,Common Locations 2,Fuse Attack Power,Hearts Recovered,Unique Cooking Effects,Properties (Strength),Properties (Effect),Recoverable Materials 1,Recoverable Materials 2,Recoverable Materials 3,Recoverable Materials 4,Recoverable Materials 5,Recoverable Materials 6,Recoverable Materials 7,Recoverable Materials 8,Recoverable Materials 9,Recoverable Materials 10,Recoverable Materials 11,Recoverable Materials 12,Enemy Sensor Target 1,Enemy Sensor Target 2,Quest Required To Purchase,Name (Japanese),Description (Japanese),SpecialDeal,ActorName
441,Old Wooden Bow,,,Equipment,"A wooden bow from the olden days. It's built
for hunting, but it's not very powerful.",Great Sky Island,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,古びた木の弓,"作りの古い木製の弓
動物を狩るために作られたもので
威力は大きくない",,Weapon_Bow_107
442,Wooden Bow,,,Equipment,"This wooden bow may not be the most
reliable for battling monsters, but it is
excellent for hunting small animals.",Hyrule Field,South Lanayru Sky Archipelago,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,木の弓,"小型の動物を狩るために作られた 木製の弓
魔物と戦うには心もとない",,Weapon_Bow_038
443,Traveler's Bow,,,Equipment,"A small bow used by travelers for protection.
It doesn't do a lot of damage, but it can be
used to attack foes from a distance.",Hyrule Field,Central Hyrule Depths,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,旅人の弓,"旅人が使う護身用の小振りな弓
矢があれば 離れた敵を攻撃する事ができる",,Weapon_Bow_001
444,Soldier’s Bow,,,Equipment,"A bow designed for armed conflict.
Inflicts more damage than a civilian bow,
but it will still burn if it touches fire.",Hyrule Field,Hebra Mountains,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,兵士の弓,"戦闘用に攻撃力を高めた弓
より大きなダメージを与える事ができる
木で作られているので 火が付くと燃えてしまう",,Weapon_Bow_002
445,Knight's Bow,,,Equipment,"The sturdy metal construction of this bow
offers superior durability, while its lack of
firing quirks makes it quite reliable. Once
favored by the knights at Hyrule Castle.",Gerudo Desert,Akkala Highlands,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,騎士の弓,"ハイラル城の騎士たちが使っていた弓
クセがなくて使いやすく 安定した射撃ができる
金属製なので耐久性も優れている",,Weapon_Bow_035
446,Royal Bow,,,Equipment,"In the past, the king of Hyrule presented this
bow to only the most talented archers in the
land. Its combat capabilities are as
impressive as its extravagant design.",Hyrule Field,Central Hyrule Depths,-,-,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,王家の弓,"ハイラルの騎士の中でも 特に弓術に
秀でた者に対して ハイラル王から与えられた弓
豪奢な意匠が目を引くが 射撃性能も優れている",,Weapon_Bow_036
447,Forest Dweller's Bow,,,Equipment,"The Koroks made this bow for Hylians. It's
crafted from flexible wood and uses sturdy
vines for the bowstring. Its construction may
be simple, but it fires multiple arrows at once.",Great Hyrule Forest,-,-,-,-,15 x3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,森人の弓,"コログ族が人間のために作ったといわれる弓
良くしなる木材と 丈夫な草のツルで作られており
簡素な見た目に反して 一度に複数射る事ができる",,Weapon_Bow_013
448,Zora Bow,,,Equipment,"A bow favored by the Zora for fishing.
It doesn't boast the highest firepower,
but the special metal it's crafted from
prioritizes durability.",Lanayru Great Spring,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゾーラの弓,"ゾーラ族が漁などに使う弓
射撃性能はそれほど高くないが 特殊な金属で
作られており 耐久性は見た目より優れている",,Weapon_Bow_014
449,Swallow Bow,,,Equipment,"This bow is a favorite among Rito warriors.
The bowstring has been specially engineered
for aerial combat, which allows it to be drawn
faster than a normal bow.",Hebra Mountains,Tabantha Frontier,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ツバメの弓,"リト族で一般的に使われている弓  
空中での射撃に適した 工夫が弦にされており
普通の弓より 少し早く引き絞る事ができる",,Weapon_Bow_016
450,Falcon Bow,,,Equipment,"A highly refined Rito-made bow created by
a master Rito craftsman. Rito warriors favor
it for its superior rate of fire, which helps
them excel even further at aerial combat.",Tabantha Frontier,Hebra Mountains,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ハヤブサの弓,"リト族の名工が作り上げた 洗練された弓
空の戦いに秀でるリトの戦士が 好んで使っている
一般的な弓より 素早く引き絞る事ができる",,Weapon_Bow_017
451,Great Eagle Bow,,,Equipment,"A bow without equal wielded by the Rito
Champion, Revali. It's said Revali could loose
arrows with the speed of a gale, making him
supreme in aerial combat.",Rito Village,-,-,-,-,28 x3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,オオワシの弓,"英傑リーバルが携えていた 稀代の名弓 
疾風の如き速さで この弓を射るリーバルに
空中戦で敵う者はいなかったと言われている",,Weapon_Bow_028
452,Gerudo Bow,,,Equipment,"This Gerudo-made bow is popular for the fine
ornamentations along its limbs. Designed for
hunting and warfare alike, this bow was
engineered to strike distant targets.",Gerudo Desert,Gerudo Highlands,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゲルドの弓,"ゲルド族が使う 繊細な装飾が施された弓
広い砂漠での狩りや戦闘の際に 遠くの物を
狙い撃つ事ができるよう 工夫が施されている",,Weapon_Bow_015
453,Phrenic Bow,,,Equipment,"A bow passed down through the Sheikah
tribe. Concentrating before drawing the
string will allow you to target distant
enemies as easily as those nearby.",East Necluda,West Necluda,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,一心の弓,"シーカー族に伝わる弓  精神統一をしてこの弓を
引くと 遠くの敵がまるで近くにいるかのように
狙い撃つ事ができると言われている",,Weapon_Bow_029
454,Royal Guard's Bow,,,Equipment,"This prototype Sheikah-made bow was
designed to fight the Great Calamity. Made
with ancient technology, it boasts a high rate
of fire and firepower but has low durability.",Unknown,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,近衛の弓,"大厄災への対策として シーカー族が作った弓
古代技術を使った試作的な武器であるため 高い
射撃力と速射性を持つが 耐久力が低くなっている",,Weapon_Bow_033
455,Dusk Bow,,,Equipment,"A bow that's been in the royal family for ages.
Said to have been used by a princess who
fought beasts of twilight. It forcefully fires
long-range arrows.",Unknown,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,黄昏の弓,"古くからハイラル王家に伝わる弓
黄昏の魔物と戦った姫が使ったと言われ
放たれる矢は力強く 長い射程を誇る",,Weapon_Bow_072
456,Boko Bow,,,Equipment,"A basic Bokoblin bow made of wood. It's
made by taking any tree branch and just
tying a string to either end, so don't expect
much in the way of combat effectiveness.",Hyrule Field,Central Hyrule Depths,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ボコ弓,"ボコブリンが使う 簡素な弓
適当な木の枝に弦を張っただけなので
射撃の威力は あまり期待できない",,Weapon_Bow_004
457,Spiked Boko Bow,,,Equipment,"An upgraded Boko bow bound with animal
bone to boost its durability and firepower.
Its craftsmanship is sloppy, but it's light and
easy to use.",Hyrule Field,Gerudo Highlands Depths,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,トゲボコ弓,"動物の骨をくくりつけて 強化されたボコ弓
乱暴な作りではあるが 軽くて扱いやすい
耐久性が増しており 射撃の威力も上がった",,Weapon_Bow_003
458,Dragonbone Boko Bow,,,Equipment,"A Boko bow reinforced by fossils. Bokoblins
handpicked the materials it's made from, so
it boasts a respectable firepower.",Gerudo Highlands,Gerudo Highlands Depths,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,竜骨ボコ弓,"化石の骨を組み合わせて 強化されたボコ弓
ボコブリンなりに厳選した素材で
作られているらしく 中々の射撃性能を持つ",,Weapon_Bow_027
459,Lizal Bow,,,Equipment,"A wooden bow created by Lizalfos. It's
reinforced by the bones of a large fish—
a marked improvement over any standard
wooden bow.",Lanayru Wetlands,Gerudo Desert Depths,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,リザルボウ,"リザルフォスが作った木製の弓
大型の魚の骨を組み合わせて作られており
単純な木製の弓よりも 破壊力がある",,Weapon_Bow_006
460,Strengthened Lizal Bow,,,Equipment,"A Lizal bow with a grip reinforced by metal.
The body is made from the branches of a
flexible tree that grows near water, which
offers some serious destructive power.",Gerudo Desert,Akkala Highlands Depths,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,強化リザルボウ,"金属で持ち手を 強化されたリザルボウ
弓本体には 水辺に生えたよくしなる木の枝を
使っており あなどれない射撃性能を持つ",,Weapon_Bow_011
461,Steel Lizal Bow,,,Equipment,"This bow is wielded by Lizalfos who are
expert marksmen. The metal that reinforces
much of the weapon adds some additional
weight but offers heightened durability.",Gerudo Highlands Depths,Central Hyrule Depths,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,鋼鉄リザルボウ,"リザルフォスの中でも弓の扱いに長ける
個体のみが持つ弓  強化のために金属が
多く使われており 重量があるが耐久性も高め",,Weapon_Bow_030
462,Lynel Bow,,,Equipment,"A Lynel-made bow crafted from rough metal.
True to the vicious nature of Lynel weaponry,
it fires a spread of multiple arrows at once.
Ideal for taking down quick-moving targets.",East Necluda,Deep Akkala,-,-,-,10 x3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ライネルの弓,"ライネルが携える 武骨な金属製の弓
複数の矢を 同時に打ち出す事ができる
広がる射線は 素早く動く敵を射抜くのに最適",,Weapon_Bow_009
463,Mighty Lynel Bow,,,Equipment,"This massive Lynel bow sports a bowstring
made from a metal so tough, mere Hylians
have trouble drawing it back.",Lanayru Great Spring,Akkala Highlands Depths,-,-,-,20 x3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,獣王の弓,"より重厚な作りになったライネルの弓
本体だけではなく 弦も強靱な金属で作られており
普通の人間にとっては 引き絞る事すら難しい",,Weapon_Bow_026
464,Savage Lynel Bow,,,Equipment,"This Lynel bow is made from a special steel
found at the peak of Death Mountain.
It has tremendous stopping power and can
pierce thick armor as easily as thin paper.",Gerudo Highlands,Lanayru Wetlands Depths,-,-,-,32 x3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,獣神の弓,"デスマウンテン山頂から取れる特殊な金属で
作られたライネルの剛弓  複数放たれる矢は
凄まじい威力を持ち 分厚い鎧も紙のように貫く",,Weapon_Bow_032
465,Duplex Bow,,,Equipment,"A bow favored by the skilled archers of the
Yiga Clan. It's been engineered to fire two
arrows at once to ensure your target comes
to a swift and none-too-pleasant halt.",Hyrule Field,Gerudo Desert Depths,-,-,-,14 x2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,二連弓,"イーガ団の中でも 弓術が得意な構成員が使う弓
狙った敵を確実に仕留めるために 
一度に2本の矢を撃てるような 工夫がされている",,Weapon_Bow_040
466,Construct Bow,,,Equipment,"A bow used by a Captain Construct. Though
simply built, it is made of fireproof materials
and won't catch fire as wooden bows do.",South Lanayru Sky Archipelago,North Gerudo Sky Archipelago,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゴーレムの弓,"隊長ゴーレムが装備している弓
簡単な構造だが 不燃性の素材でできており
木製の弓のように燃える事は無い",,Weapon_Bow_104
467,Strong Construct Bow,,,Equipment,"A sturdy bow for a Captain Construct. Besides
being fireproof, it's been strengthened to
allow for more powerful shots.",Rising Island Chain,Death Mountain Depths,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゴーレムの強弓,"隊長ゴーレムが装備している硬い弓
高温で燃えないだけでなく 弓自体の強度も上がり
より強い矢を放てるようになった",,Weapon_Bow_105
468,Mighty Construct Bow,,,Equipment,"A powerful bow for a Captain Construct.
Though still fireproof, it's more complex than
earlier models. The bowstring is extremely
tense and requires great strength to draw.",Lomei Labyrinth Island,Thyphlo Ruins,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゴーレムの剛弓,"隊長ゴーレムが装備している強力な弓
燃えない特徴はそのままに 構造を複雑化している
ツルが非常に硬く 並の力では引く事が難しい",,Weapon_Bow_106
469,Zonaite Bow,,,Equipment,"A Zonai bow that draws power from your
Energy Cell. Power drains, and arrows can fly
much farther according to how long a shot
is charged.",Unknown,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ゾナニウムの弓,"射撃の際にエネルギーを消費する ゾナウ族の弓 
引き絞って力を溜めた時間に応じて
消費エネルギーと放つ矢の飛距離が増加する",,Weapon_Bow_101
470,Demon King's Bow,,,Equipment,"A magical bow prized by the Demon King.
Its performance reflects the power of its
wielder. The higher your maximum number of
hearts, the more its attack power increases.",Unknown,-,-,-,-,2 - 60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,魔王の弓,"持つ者の力に応じ 発揮する性能が変化する
魔王が愛用した魔弓
ハートの最大値が大きいほど攻撃力が上がる",,Weapon_Bow_166
471,Hylian Shield,,,Equipment,"A shield passed down through the Hyrulean
royal family, along with the legend of the
hero who wielded it. Its defensive capabilities
and durability outshine all other shields.",Unknown,-,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ハイリアの盾,"勇者が手にしたという伝説と共に
古よりハイラル王家に受け継がれてきた盾
他を寄せ付けない 圧倒的な防御力と耐久性を誇る",,Weapon_Shield_030
472,Pot Lid,,,Equipment,"The lid of a large soup pot. It smells vaguely
of poultry broth... Yum! It can take quite a
beating before breaking.",Hyrule Field,East Necluda,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,ナベのフタ,"村人の生活を支える料理鍋のフタ
丈夫な木で作られてはいるが 
盾として使い続けるには 心もとない",,Weapon_Shield_040
473,Old Wooden Shield,,,Equipment,"An aged, worn-out wooden shield. It can
withstand lighter attacks, such as arrows.",Great Sky Island,Gerudo Desert,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Filling Out the Compendium,古びた木の盾,"かなり古びた木製の盾
痛んで もろくなっているが 
矢などの 軽い攻撃なら受ける事ができる",,Weapon_Shield_107
